usage_id,customer_id,date,gb_used,app_most_used,is_roaming,download_speed,upload_speed,data_pack_type
1661,743,2024-03-12,2.71,Instagram,False,30.27,3.49,Unlimited
1662,2013,2024-01-02,2.33,Netflix,False,33.0,1.09,Unlimited
1663,1706,2024-02-18,1.93,Netflix,False,14.52,3.37,Unlimited
1664,1447,2024-02-17,4.82,YouTube,False,22.32,12.39,Booster
1665,3070,2024-02-24,1.43,YouTube,True,9.46,8.71,Booster
1666,291,2024-03-20,3.41,WhatsApp,False,44.46,16.05,Booster
1667,3680,2024-03-07,4.04,WhatsApp,False,30.06,7.24,Booster
1668,3911,2024-01-31,1.07,Facebook,False,44.73,7.77,Booster
1669,4652,2024-01-26,4.87,Netflix,False,14.34,12.72,Booster
1670,353,2024-03-06,2.78,Instagram,False,32.43,18.81,Booster
1671,1264,2024-01-30,4.58,Facebook,False,12.46,12.23,Booster
1672,1827,2024-03-17,3.35,Facebook,False,15.87,5.38,Booster
1673,4379,2024-03-18,3.28,Facebook,False,19.34,8.44,Unlimited
1674,1606,2024-01-01,1.79,Instagram,False,28.37,18.54,Unlimited
1675,3837,2024-03-10,3.88,Facebook,False,28.68,16.25,Daily
1676,3399,2024-01-22,0.25,YouTube,False,11.62,1.65,Unlimited
1677,4552,2024-03-15,2.82,YouTube,False,4.21,5.82,Daily
1678,3007,2024-03-27,0.26,YouTube,False,39.06,12.48,Daily
1679,1005,2024-02-23,1.6,Facebook,False,27.25,15.02,Daily
1680,2079,2024-01-14,0.57,Facebook,True,17.04,3.28,Unlimited
1681,2496,2024-01-14,4.57,Netflix,False,4.53,10.79,Daily
1682,2262,2024-03-24,3.18,WhatsApp,False,7.02,11.69,Daily
1683,3765,2024-03-11,3.38,Netflix,False,22.33,3.3,Unlimited
1684,1738,2024-01-19,4.27,YouTube,False,25.22,9.35,Daily
1685,3097,2024-01-26,3.69,WhatsApp,False,20.12,1.06,Daily
1686,2445,2024-02-28,0.71,Netflix,False,29.19,14.29,Booster
1687,337,2024-01-22,3.13,Instagram,False,41.07,2.46,Unlimited
1688,2984,2024-01-06,4.89,Instagram,False,34.5,3.78,Daily
1689,968,2024-03-03,1.15,Instagram,False,43.62,16.06,Daily
1690,4999,2024-03-17,3.14,YouTube,False,31.56,8.86,Booster
1691,672,2024-03-14,2.86,WhatsApp,False,7.04,14.17,Booster
1692,1304,2024-02-23,2.02,YouTube,False,9.2,13.44,Unlimited
1693,4865,2024-01-19,4.78,Instagram,False,20.74,3.86,Unlimited
1694,2671,2024-01-10,1.85,Facebook,False,15.63,4.21,Daily
1695,2607,2024-02-06,0.56,YouTube,False,33.31,13.52,Daily
1696,1715,2024-03-17,4.82,WhatsApp,False,32.04,5.53,Daily
1697,2596,2024-01-17,3.67,YouTube,False,24.2,9.39,Unlimited
1698,2971,2024-02-24,1.78,WhatsApp,False,32.89,16.61,Unlimited
1699,3270,2024-01-05,1.47,Facebook,False,45.74,6.2,Unlimited
1700,2602,2024-01-21,4.65,Netflix,True,25.6,7.51,Daily
1701,479,2024-02-08,1.44,WhatsApp,True,18.67,6.95,Unlimited
1702,844,2024-01-20,2.73,WhatsApp,False,24.86,15.17,Daily
1703,1626,2024-03-11,1.15,Instagram,False,8.97,7.1,Daily
1704,1881,2024-01-15,4.98,Instagram,False,6.67,8.28,Booster
1705,3652,2024-03-19,3.87,Facebook,False,21.71,11.56,Booster
1706,2118,2024-02-22,2.88,YouTube,False,46.32,10.71,Unlimited
1707,505,2024-03-27,3.75,Netflix,False,43.42,6.24,Booster
1708,110,2024-02-02,4.59,Netflix,False,34.56,12.58,Daily
1709,1406,2024-02-13,4.82,Facebook,False,36.51,7.73,Booster
1710,4493,2024-03-06,3.95,Netflix,False,43.31,9.7,Booster
1711,3481,2024-02-19,4.26,YouTube,False,45.94,8.17,Daily
1712,351,2024-02-01,2.05,Instagram,False,33.65,15.91,Daily
1713,1558,2024-03-19,2.02,Facebook,False,20.53,11.26,Daily
1714,3043,2024-03-11,4.06,Netflix,False,9.08,19.76,Unlimited
1715,2837,2024-03-13,3.82,Facebook,False,2.33,10.38,Daily
1716,3629,2024-02-24,4.51,Facebook,False,33.1,17.92,Daily
1717,2042,2024-01-28,0.75,WhatsApp,False,21.1,11.9,Daily
1718,111,2024-03-26,3.48,WhatsApp,False,5.82,17.97,Daily
1719,4305,2024-01-03,3.27,Facebook,False,15.38,13.62,Daily
1720,1766,2024-02-22,4.01,WhatsApp,False,24.5,3.29,Daily
1721,1202,2024-02-11,0.22,Netflix,False,39.61,2.79,Daily
1722,2979,2024-01-02,4.15,Facebook,False,17.11,15.52,Booster
1723,2473,2024-01-22,1.7,WhatsApp,False,33.5,13.99,Daily
1724,2376,2024-01-25,3.47,Netflix,False,4.07,9.56,Unlimited
1725,11,2024-03-29,3.12,Instagram,False,48.19,9.16,Daily
1726,4952,2024-02-01,2.26,Instagram,False,48.64,13.55,Booster
1727,2302,2024-01-07,3.76,Facebook,False,27.36,11.55,Daily
1728,1590,2024-03-02,4.81,YouTube,False,33.56,4.85,Daily
1729,1502,2024-01-31,1.69,Netflix,False,38.7,17.63,Daily
1730,129,2024-03-03,3.77,Facebook,False,48.58,14.36,Daily
1731,3604,2024-02-06,1.64,WhatsApp,True,28.14,13.38,Daily
1732,4196,2024-03-08,4.24,Instagram,False,38.26,10.05,Booster
1733,290,2024-03-19,2.24,WhatsApp,False,11.23,18.97,Daily
1734,1677,2024-01-09,2.3,Netflix,False,9.39,1.21,Unlimited
1735,1845,2024-03-10,3.88,Facebook,True,36.2,14.27,Unlimited
1736,3636,2024-02-15,2.53,Instagram,False,46.35,19.67,Booster
1737,2694,2024-02-03,1.41,Netflix,False,29.25,12.23,Daily
1738,1828,2024-02-29,4.98,Instagram,False,27.66,12.27,Unlimited
1739,4761,2024-01-13,3.14,Instagram,False,29.41,16.08,Booster
1740,1371,2024-02-05,3.26,Facebook,False,44.22,1.45,Unlimited
1741,4794,2024-03-26,3.27,Facebook,False,40.4,3.2,Booster
1742,3823,2024-02-17,4.43,YouTube,True,40.48,17.07,Unlimited
1743,183,2024-03-15,1.0,YouTube,False,7.11,13.48,Daily
1744,351,2024-01-06,0.39,YouTube,False,38.47,19.67,Unlimited
1745,3587,2024-01-05,1.99,YouTube,False,38.88,8.74,Booster
1746,1402,2024-03-05,2.87,WhatsApp,False,8.34,9.49,Daily
1747,2756,2024-02-19,1.5,YouTube,False,24.63,13.61,Daily
1748,4774,2024-03-14,3.48,WhatsApp,False,6.7,4.43,Booster
1749,2850,2024-03-14,0.46,Instagram,False,21.06,6.47,Booster
1750,4436,2024-01-24,3.97,WhatsApp,False,32.77,17.35,Booster
1751,3213,2024-01-07,3.62,Instagram,False,12.48,16.26,Daily
1752,4207,2024-03-26,1.15,YouTube,False,8.34,11.85,Booster
1753,3968,2024-02-27,1.56,WhatsApp,False,32.64,7.82,Unlimited
1754,3928,2024-01-21,4.05,Instagram,True,41.68,13.09,Booster
1755,3430,2024-03-26,3.89,YouTube,False,9.41,4.28,Booster
1756,3489,2024-02-02,4.09,Instagram,False,45.4,9.23,Unlimited
1757,1896,2024-02-13,1.68,Facebook,False,37.38,10.56,Booster
1758,2909,2024-01-25,4.85,Instagram,False,34.55,9.77,Booster
1759,1412,2024-03-20,3.61,YouTube,False,7.81,8.96,Booster
1760,3383,2024-01-15,0.42,Netflix,False,46.63,8.14,Booster
1761,1944,2024-01-29,2.44,Facebook,False,24.73,11.99,Unlimited
1762,4000,2024-03-23,3.36,WhatsApp,False,27.71,7.79,Daily
1763,3119,2024-02-21,0.93,Facebook,False,26.61,12.2,Daily
1764,656,2024-01-17,4.52,YouTube,False,27.49,10.88,Booster
1765,350,2024-03-30,3.8,Instagram,False,41.5,7.71,Booster
1766,3999,2024-02-05,0.5,Netflix,False,6.74,15.91,Daily
1767,1144,2024-02-04,4.57,YouTube,True,25.22,1.81,Booster
1768,398,2024-02-09,2.08,Instagram,False,31.47,6.12,Unlimited
1769,646,2024-01-23,2.32,YouTube,False,7.65,10.41,Daily
1770,4509,2024-03-13,3.94,Netflix,False,29.89,18.34,Daily
1771,4133,2024-02-03,3.26,Instagram,False,26.44,2.37,Daily
1772,2235,2024-02-27,2.24,Netflix,False,12.69,12.09,Booster
1773,4516,2024-03-22,1.37,Instagram,False,14.35,4.23,Booster
1774,2773,2024-03-20,2.63,Facebook,False,6.14,1.23,Unlimited
1775,1484,2024-03-01,2.94,YouTube,False,35.86,17.47,Daily
1776,2235,2024-01-28,3.19,WhatsApp,False,9.12,17.65,Daily
1777,1984,2024-02-29,3.06,WhatsApp,False,39.87,6.22,Booster
1778,1963,2024-02-01,3.12,YouTube,False,44.7,17.35,Daily
1779,810,2024-02-27,2.43,WhatsApp,False,13.57,8.17,Booster
1780,3197,2024-03-22,2.85,Netflix,False,14.5,1.9,Daily
1781,4416,2024-02-13,1.51,WhatsApp,False,7.91,5.26,Booster
1782,514,2024-02-03,0.88,YouTube,False,27.96,13.36,Booster
1783,334,2024-01-21,3.07,Facebook,False,48.28,4.92,Booster
1784,2513,2024-01-01,0.33,YouTube,True,13.7,11.96,Unlimited
1785,4096,2024-02-24,0.42,YouTube,False,9.67,4.47,Unlimited
1786,4820,2024-03-20,1.31,Instagram,False,31.09,4.96,Unlimited
1787,8,2024-02-18,1.05,WhatsApp,False,43.11,13.83,Daily
1788,2004,2024-01-21,1.93,WhatsApp,False,43.77,17.53,Unlimited
1789,4260,2024-02-24,1.92,Instagram,False,18.58,15.22,Daily
1790,4877,2024-01-27,0.67,Netflix,False,39.77,2.1,Unlimited
1791,2129,2024-01-20,1.31,Netflix,False,30.43,18.54,Unlimited
1792,1299,2024-01-16,0.12,Instagram,False,37.18,4.05,Booster
1793,2947,2024-03-18,1.82,WhatsApp,False,34.49,14.82,Daily
1794,1845,2024-02-17,4.0,Netflix,False,8.13,14.83,Unlimited
1795,3612,2024-02-01,1.4,Netflix,False,19.16,9.58,Unlimited
1796,3066,2024-02-01,3.25,Facebook,False,38.63,11.72,Daily
1797,1103,2024-02-22,0.58,Netflix,False,38.48,2.82,Unlimited
1798,680,2024-02-22,0.16,WhatsApp,False,7.86,19.48,Unlimited
1799,4534,2024-01-02,2.54,Facebook,False,24.18,2.23,Booster
1800,3370,2024-02-26,2.36,Facebook,False,43.71,18.29,Unlimited
1801,4048,2024-01-22,1.04,WhatsApp,False,40.0,5.73,Daily
1802,2824,2024-02-21,1.5,Instagram,False,29.88,8.44,Daily
1803,10,2024-03-21,0.25,YouTube,False,11.91,15.4,Booster
1804,4254,2024-03-21,4.01,Netflix,False,17.58,17.7,Unlimited
1805,2832,2024-02-27,1.58,Instagram,False,33.38,14.21,Daily
1806,3948,2024-02-03,1.18,YouTube,False,39.51,3.31,Booster
1807,4217,2024-03-11,4.04,WhatsApp,False,31.45,7.69,Booster
1808,2187,2024-01-17,0.29,Netflix,False,20.98,12.59,Daily
1809,674,2024-03-28,1.49,Instagram,False,29.68,19.74,Booster
1810,2028,2024-03-12,1.39,YouTube,False,2.18,8.7,Daily
1811,1457,2024-01-23,1.39,WhatsApp,False,37.31,6.75,Unlimited
1812,44,2024-02-02,0.16,Facebook,False,42.51,6.33,Daily
1813,4912,2024-01-29,4.68,Facebook,False,4.21,17.23,Booster
1814,4194,2024-01-19,4.33,Facebook,False,21.17,4.24,Booster
1815,3610,2024-03-09,2.13,WhatsApp,False,42.74,13.25,Daily
1816,1895,2024-02-06,2.28,YouTube,False,30.66,17.12,Daily
1817,3782,2024-03-27,2.67,WhatsApp,True,25.2,17.21,Unlimited
1818,2287,2024-01-26,2.44,Facebook,False,6.18,3.48,Unlimited
1819,4571,2024-01-24,3.92,WhatsApp,False,37.39,16.07,Unlimited
1820,2572,2024-02-23,2.49,Netflix,False,35.08,18.47,Booster
1821,1416,2024-01-21,1.03,YouTube,False,30.31,15.87,Unlimited
1822,9,2024-03-30,0.67,Netflix,False,4.9,14.33,Daily
1823,1863,2024-01-10,4.6,Facebook,False,32.85,10.82,Unlimited
1824,1234,2024-02-11,0.34,YouTube,True,4.48,15.59,Booster
1825,3126,2024-01-29,4.5,Netflix,False,41.46,11.95,Booster
1826,4712,2024-02-26,3.48,WhatsApp,False,43.73,8.74,Booster
1827,2458,2024-02-04,2.08,Instagram,False,27.48,10.38,Daily
1828,10,2024-01-28,1.02,WhatsApp,False,42.72,13.43,Unlimited
1829,3005,2024-01-12,1.62,Facebook,False,21.24,11.62,Unlimited
1830,4648,2024-02-27,2.7,Instagram,False,15.92,13.71,Daily
1831,4976,2024-02-13,3.32,YouTube,False,25.24,19.65,Unlimited
1832,268,2024-01-07,3.49,Instagram,False,28.82,5.96,Unlimited
1833,3862,2024-01-16,2.29,YouTube,False,38.79,19.92,Daily
1834,2715,2024-03-24,1.93,Netflix,False,30.9,2.03,Booster
1835,4547,2024-02-04,3.86,Netflix,False,43.08,12.55,Unlimited
1836,2642,2024-01-07,4.63,Netflix,False,46.92,18.75,Daily
1837,3807,2024-03-26,4.58,Netflix,False,27.06,2.95,Unlimited
1838,1392,2024-01-14,2.8,Netflix,False,36.45,19.81,Daily
1839,1083,2024-02-28,0.49,Instagram,False,25.11,18.45,Daily
1840,294,2024-03-02,0.46,YouTube,False,45.49,17.23,Booster
1841,4080,2024-03-14,2.07,Netflix,False,3.47,11.01,Unlimited
1842,2836,2024-03-06,3.69,Netflix,False,36.49,5.06,Unlimited
1843,4965,2024-01-22,2.54,YouTube,False,25.82,2.69,Booster
1844,4206,2024-01-16,3.17,Instagram,False,4.93,2.23,Unlimited
1845,2155,2024-03-15,4.23,Netflix,False,37.79,12.17,Daily
1846,2345,2024-02-12,0.3,Instagram,False,20.86,14.34,Booster
1847,3924,2024-03-23,4.63,Netflix,False,27.31,5.19,Unlimited
1848,1855,2024-01-20,1.72,Instagram,False,36.21,10.3,Unlimited
1849,3869,2024-01-10,0.33,Facebook,False,14.1,11.04,Booster
1850,3791,2024-01-19,4.19,Netflix,False,15.84,18.04,Booster
1851,3033,2024-01-12,4.68,Netflix,False,19.12,3.39,Daily
1852,845,2024-01-10,3.87,WhatsApp,False,37.89,16.16,Daily
1853,1708,2024-03-11,4.04,WhatsApp,False,49.13,15.65,Daily
1854,2008,2024-02-25,4.37,Instagram,False,19.42,13.94,Unlimited
1855,1274,2024-01-11,2.66,WhatsApp,False,31.32,5.71,Booster
1856,4435,2024-03-20,3.43,Instagram,False,17.55,1.98,Daily
1857,2105,2024-03-01,1.5,Netflix,False,44.09,15.87,Unlimited
1858,2968,2024-02-07,1.32,Netflix,False,46.9,11.64,Daily
1859,4243,2024-01-17,3.08,Facebook,False,11.1,12.93,Booster
1860,4842,2024-02-23,3.7,Facebook,False,33.4,17.19,Unlimited
1861,1213,2024-02-14,2.05,WhatsApp,False,45.49,3.51,Daily
1862,2296,2024-01-25,2.06,Netflix,False,24.8,4.92,Booster
1863,2198,2024-01-31,4.78,Instagram,False,18.1,9.0,Daily
1864,4810,2024-03-05,2.64,WhatsApp,False,45.47,7.72,Unlimited
1865,3285,2024-02-08,4.93,Facebook,False,14.38,19.05,Booster
1866,2265,2024-01-20,4.33,YouTube,False,11.94,7.04,Booster
1867,1611,2024-03-13,3.23,Instagram,False,44.27,18.09,Unlimited
1868,1419,2024-02-12,0.14,YouTube,False,32.41,11.11,Unlimited
1869,1787,2024-03-06,1.55,WhatsApp,False,10.88,2.83,Unlimited
1870,4400,2024-01-01,2.15,WhatsApp,False,32.86,13.78,Daily
1871,3483,2024-02-24,3.3,YouTube,True,44.06,15.2,Daily
1872,1878,2024-02-20,2.04,WhatsApp,False,6.29,4.1,Booster
1873,2908,2024-01-05,4.16,WhatsApp,False,14.32,8.97,Unlimited
1874,380,2024-01-12,3.35,Netflix,False,31.0,3.82,Booster
1875,3301,2024-01-14,1.8,Instagram,True,7.52,4.36,Booster
1876,694,2024-02-29,3.94,Facebook,False,45.46,14.06,Daily
1877,3577,2024-02-09,1.59,Netflix,True,30.46,10.41,Unlimited
1878,4146,2024-01-09,0.41,WhatsApp,False,30.08,1.61,Unlimited
1879,1448,2024-02-11,0.95,Facebook,False,4.68,18.76,Daily
1880,2391,2024-02-11,0.11,WhatsApp,False,22.22,14.12,Unlimited
1881,1756,2024-02-02,4.18,Instagram,False,11.36,2.01,Booster
1882,3085,2024-01-25,3.17,WhatsApp,True,40.81,14.69,Unlimited
1883,1880,2024-03-18,2.9,YouTube,False,18.13,16.92,Unlimited
1884,2810,2024-01-09,3.34,YouTube,False,21.35,8.71,Unlimited
1885,848,2024-03-31,3.3,YouTube,False,32.75,15.34,Unlimited
1886,2972,2024-02-13,2.87,YouTube,False,36.44,6.51,Booster
1887,4062,2024-03-23,4.23,Facebook,False,39.92,3.3,Daily
1888,1196,2024-02-27,2.26,YouTube,False,10.39,19.44,Booster
1889,1513,2024-01-25,4.04,WhatsApp,False,14.6,1.08,Booster
1890,3903,2024-02-01,3.95,Netflix,False,6.43,10.95,Unlimited
1891,3321,2024-01-22,1.08,WhatsApp,False,43.11,2.87,Unlimited
1892,2458,2024-02-24,2.32,WhatsApp,False,17.14,12.33,Unlimited
1893,3463,2024-03-01,4.19,WhatsApp,False,8.06,1.09,Daily
1894,3451,2024-02-26,4.17,WhatsApp,False,16.94,2.19,Booster
1895,227,2024-03-17,0.22,Netflix,False,4.74,14.4,Daily
1896,1808,2024-03-01,1.19,YouTube,False,42.16,16.38,Booster
1897,4309,2024-03-07,2.18,Instagram,False,15.78,16.09,Daily
1898,419,2024-03-15,0.33,Facebook,True,18.8,4.3,Daily
1899,1876,2024-01-02,1.38,Netflix,False,47.14,1.1,Daily
1900,3156,2024-02-26,1.37,Netflix,False,11.09,15.23,Unlimited
1901,919,2024-03-13,1.15,Netflix,False,11.79,4.48,Unlimited
1902,4873,2024-02-02,2.04,Facebook,True,28.9,7.06,Unlimited
1903,4055,2024-03-30,4.08,WhatsApp,False,48.67,6.22,Unlimited
1904,3819,2024-03-03,1.3,Facebook,False,45.26,18.7,Booster
1905,4272,2024-01-16,2.95,Netflix,False,30.46,17.66,Booster
1906,2632,2024-03-29,2.83,WhatsApp,False,40.99,9.62,Unlimited
1907,3675,2024-01-01,4.11,Netflix,False,25.41,16.05,Unlimited
1908,1346,2024-03-25,2.03,Instagram,False,22.86,15.16,Booster
1909,4631,2024-03-04,1.2,YouTube,False,21.22,9.93,Daily
1910,1830,2024-03-24,4.47,YouTube,False,23.82,2.83,Daily
1911,1664,2024-03-09,4.18,Netflix,False,35.93,15.7,Daily
1912,4420,2024-01-17,3.15,WhatsApp,False,41.43,13.88,Unlimited
1913,85,2024-02-09,0.56,Instagram,False,29.65,3.97,Unlimited
1914,3813,2024-01-01,0.18,Instagram,False,43.71,10.24,Unlimited
1915,887,2024-01-13,0.99,WhatsApp,False,32.66,16.11,Daily
1916,3340,2024-01-18,1.06,WhatsApp,True,40.53,15.6,Daily
1917,4208,2024-03-08,0.77,Instagram,False,35.1,19.45,Unlimited
1918,2676,2024-01-14,1.38,YouTube,False,39.14,9.8,Unlimited
1919,2798,2024-01-05,1.76,YouTube,False,2.91,16.7,Booster
1920,4148,2024-03-02,3.8,Instagram,False,43.63,1.14,Unlimited
1921,2132,2024-02-02,3.58,Facebook,True,44.52,13.21,Booster
1922,3695,2024-01-26,0.61,Instagram,False,42.38,6.3,Daily
1923,2760,2024-03-01,4.89,Netflix,False,37.05,3.97,Unlimited
1924,2779,2024-03-08,3.79,Facebook,False,39.8,15.03,Daily
1925,741,2024-01-30,0.9,WhatsApp,False,10.7,8.05,Daily
1926,2877,2024-03-02,0.71,Instagram,False,4.29,12.66,Unlimited
1927,4521,2024-03-02,0.53,Instagram,False,15.91,16.78,Booster
1928,1712,2024-03-21,3.69,Facebook,False,23.24,11.21,Booster
1929,56,2024-03-10,1.26,Instagram,False,15.0,9.35,Daily
1930,3363,2024-02-26,0.46,Netflix,False,43.79,12.8,Daily
1931,2860,2024-03-31,2.17,YouTube,False,48.29,19.93,Daily
1932,807,2024-02-05,3.57,Instagram,False,39.0,3.41,Unlimited
1933,3057,2024-01-07,1.59,YouTube,False,24.88,6.15,Booster
1934,4751,2024-03-05,2.46,WhatsApp,False,9.0,18.75,Unlimited
1935,1007,2024-03-14,1.04,WhatsApp,False,43.86,19.9,Booster
1936,4104,2024-03-17,2.2,Instagram,False,42.42,11.6,Booster
1937,1782,2024-02-10,1.86,WhatsApp,False,9.79,1.33,Booster
1938,990,2024-02-01,2.23,Instagram,False,4.34,16.77,Daily
1939,3934,2024-01-14,2.38,YouTube,False,45.15,12.98,Daily
1940,3165,2024-02-02,0.55,Facebook,True,41.45,10.98,Booster
1941,3370,2024-01-30,0.56,Instagram,False,46.84,19.34,Daily
1942,2079,2024-03-13,1.38,Facebook,False,19.18,3.53,Unlimited
1943,378,2024-01-06,0.67,YouTube,False,33.58,7.55,Daily
1944,2378,2024-01-10,1.34,YouTube,False,43.48,12.9,Unlimited
1945,282,2024-03-15,0.22,Facebook,False,18.39,1.09,Booster
1946,4735,2024-01-20,1.82,Instagram,False,24.78,17.44,Unlimited
1947,2920,2024-03-29,1.15,Facebook,False,27.52,15.48,Unlimited
1948,4165,2024-01-12,4.47,Instagram,False,3.41,5.46,Daily
1949,3595,2024-01-22,4.3,Instagram,True,41.76,6.85,Daily
1950,1839,2024-03-16,1.57,Facebook,False,47.3,6.81,Unlimited
1951,4433,2024-01-14,2.43,YouTube,False,22.02,17.36,Booster
1952,2893,2024-02-17,4.78,Netflix,False,31.34,7.1,Booster
1953,215,2024-02-23,2.67,WhatsApp,False,28.0,6.31,Daily
1954,4731,2024-02-05,4.26,Netflix,False,18.7,15.05,Booster
1955,4519,2024-03-01,4.15,YouTube,False,5.96,12.0,Daily
1956,2121,2024-02-24,4.71,WhatsApp,True,26.97,7.83,Booster
1957,3794,2024-01-14,1.6,Facebook,False,13.72,11.95,Booster
1958,2871,2024-01-02,0.31,Netflix,False,33.31,18.47,Daily
1959,786,2024-01-02,0.61,Instagram,False,27.79,9.56,Unlimited
1960,938,2024-03-01,2.9,YouTube,False,30.35,1.09,Daily
1961,1690,2024-01-06,2.7,YouTube,False,30.88,14.94,Daily
1962,3712,2024-01-25,1.56,YouTube,False,44.51,19.97,Booster
1963,1257,2024-03-07,1.32,Netflix,False,9.08,2.0,Unlimited
1964,3113,2024-01-23,3.58,Instagram,False,40.67,12.62,Daily
1965,4535,2024-03-13,1.77,Netflix,False,47.83,8.57,Booster
1966,1338,2024-01-28,3.06,Instagram,False,36.62,11.73,Daily
1967,270,2024-01-25,3.59,WhatsApp,False,8.67,6.85,Unlimited
1968,1491,2024-03-05,2.21,Facebook,False,42.81,15.31,Booster
1969,2122,2024-03-06,1.05,YouTube,False,40.01,2.77,Booster
1970,1681,2024-03-19,4.32,Instagram,False,43.41,2.71,Daily
1971,4770,2024-02-12,0.56,Netflix,False,25.34,11.26,Unlimited
1972,3854,2024-02-09,4.16,Netflix,True,41.37,7.1,Daily
1973,410,2024-03-20,4.2,YouTube,False,9.39,18.54,Daily
1974,1442,2024-01-23,2.9,YouTube,True,29.68,4.66,Unlimited
1975,2259,2024-02-18,3.18,YouTube,False,28.48,15.74,Daily
1976,792,2024-01-08,1.85,WhatsApp,False,45.04,19.52,Booster
1977,360,2024-01-07,4.22,Facebook,False,43.42,7.21,Daily
1978,4678,2024-01-21,1.39,Instagram,False,36.37,18.43,Unlimited
1979,423,2024-02-04,2.84,YouTube,False,10.39,7.02,Unlimited
1980,121,2024-03-22,0.11,Instagram,False,40.72,11.53,Booster
1981,2221,2024-03-01,4.71,Netflix,False,31.48,1.01,Booster
1982,4130,2024-03-23,4.75,Facebook,False,41.2,6.02,Daily
1983,2966,2024-03-14,3.58,Facebook,False,47.04,2.0,Daily
1984,71,2024-03-08,2.17,Instagram,True,23.6,1.57,Booster
1985,4641,2024-01-30,0.98,Netflix,False,37.74,19.92,Booster
1986,3693,2024-03-08,2.51,Netflix,False,48.7,15.53,Daily
1987,4631,2024-01-09,3.98,WhatsApp,False,12.26,7.39,Daily
1988,3730,2024-01-17,3.07,YouTube,True,42.66,13.94,Daily
1989,14,2024-02-12,2.68,Netflix,False,8.81,11.01,Booster
1990,3901,2024-03-28,4.26,YouTube,False,2.82,18.44,Booster
1991,3620,2024-02-26,1.63,YouTube,False,42.66,5.73,Daily
1992,271,2024-01-13,4.31,Instagram,False,48.07,10.74,Daily
1993,3125,2024-02-26,2.25,YouTube,True,3.55,1.12,Unlimited
1994,1584,2024-01-26,0.11,Instagram,False,42.53,14.82,Daily
1995,4559,2024-03-01,3.69,Facebook,False,35.57,11.98,Booster
1996,523,2024-03-02,4.4,Netflix,False,35.59,12.84,Booster
1997,2818,2024-01-19,2.47,Instagram,False,24.06,14.79,Unlimited
1998,4951,2024-03-21,2.33,WhatsApp,False,22.02,8.25,Daily
1999,2840,2024-01-30,4.05,Instagram,False,19.9,3.97,Booster
2000,443,2024-03-30,4.44,YouTube,False,20.33,4.5,Daily
2001,2084,2024-01-13,4.87,WhatsApp,False,46.98,14.91,Unlimited
2002,2928,2024-02-18,1.79,YouTube,False,41.16,19.89,Daily
2003,1222,2024-03-22,3.01,WhatsApp,False,17.06,9.54,Booster
2004,3450,2024-03-25,4.13,Instagram,False,37.55,4.26,Booster
2005,2441,2024-02-20,2.71,YouTube,False,33.51,2.33,Daily
2006,2363,2024-01-09,2.36,Instagram,True,42.61,10.15,Daily
2007,4504,2024-01-29,2.9,Netflix,False,6.41,14.61,Daily
2008,895,2024-03-23,1.85,WhatsApp,False,35.61,12.44,Unlimited
2009,3903,2024-01-08,1.04,Facebook,False,13.76,6.54,Unlimited
2010,2254,2024-03-21,0.43,Facebook,False,13.6,12.29,Unlimited
2011,2011,2024-03-16,3.09,Instagram,True,35.88,11.32,Booster
2012,4994,2024-01-15,1.96,WhatsApp,False,44.96,5.12,Daily
2013,4191,2024-03-09,4.43,WhatsApp,False,26.77,8.77,Unlimited
2014,4636,2024-02-03,1.19,Instagram,False,24.35,17.63,Daily
2015,3216,2024-02-21,1.62,Facebook,False,41.13,15.3,Unlimited
2016,4605,2024-02-19,4.86,Netflix,False,3.22,18.66,Unlimited
2017,2561,2024-03-07,2.83,Facebook,True,35.94,17.95,Booster
2018,2847,2024-01-05,1.8,YouTube,False,4.69,5.7,Unlimited
2019,1046,2024-01-09,4.32,Facebook,False,13.73,17.38,Unlimited
2020,4834,2024-03-28,3.74,YouTube,False,34.02,12.69,Booster
2021,2935,2024-01-05,2.91,YouTube,False,20.25,19.28,Booster
2022,471,2024-01-27,4.46,Netflix,True,16.17,4.72,Daily
2023,4380,2024-03-24,0.56,Netflix,False,26.21,7.53,Booster
2024,372,2024-02-16,2.03,Facebook,False,42.79,8.61,Daily
2025,3404,2024-03-02,4.07,Instagram,False,22.45,1.45,Booster
2026,1404,2024-02-14,1.99,Facebook,False,27.58,10.11,Booster
2027,4603,2024-03-06,4.64,Netflix,False,9.58,18.93,Daily
2028,3947,2024-01-23,0.85,YouTube,False,23.34,16.49,Booster
2029,4076,2024-03-01,1.75,YouTube,False,2.79,4.79,Unlimited
2030,4674,2024-02-12,2.19,Instagram,False,42.23,6.37,Unlimited
2031,2521,2024-02-04,3.47,Facebook,False,11.93,19.55,Booster
2032,1008,2024-01-30,1.06,Instagram,False,46.15,2.14,Booster
2033,3347,2024-03-07,0.15,Instagram,True,19.17,9.63,Booster
2034,668,2024-01-10,4.88,Facebook,False,42.12,17.85,Daily
2035,1447,2024-02-25,4.5,WhatsApp,False,20.7,14.25,Daily
2036,3967,2024-02-03,1.57,Facebook,False,9.33,19.66,Unlimited
2037,1908,2024-03-05,2.47,Instagram,False,26.18,19.53,Booster
2038,2368,2024-01-06,2.5,WhatsApp,False,14.51,15.29,Booster
