recharge_id,customer_id,recharge_date,recharge_amount,plan_type,plan_name,validity_days,has_discount,payment_method
2548,336,2024-02-13,719,Annual,₹2999 Plan,28,True,Card
2549,1575,2024-01-21,719,Annual,₹239 Plan,56,True,UPI
2550,3565,2024-02-11,719,Monthly,₹719 Plan,56,False,UPI
2551,1155,2024-01-24,299,Monthly,₹999 Plan,28,False,Card
2552,1420,2024-01-13,2999,Monthly,₹239 Plan,56,False,UPI
2553,731,2024-01-12,999,Quarterly,₹299 Plan,28,False,Wallet
2554,1812,2024-03-15,719,Annual,₹999 Plan,84,False,Wallet
2555,2240,2024-02-19,999,Annual,₹719 Plan,28,False,Wallet
2556,2400,2024-01-20,299,Monthly,₹719 Plan,56,False,Card
2557,2602,2024-02-01,299,Quarterly,₹2999 Plan,28,False,Wallet
2558,819,2024-01-31,719,Monthly,₹2999 Plan,365,False,UPI
2559,2796,2024-03-28,999,Quarterly,₹239 Plan,365,False,Netbanking
2560,1057,2024-01-14,999,Annual,₹719 Plan,56,False,Wallet
2561,719,2024-02-14,239,Quarterly,₹299 Plan,28,False,Card
2562,698,2024-02-01,719,Monthly,₹719 Plan,84,False,Netbanking
2563,68,2024-01-23,2999,Monthly,₹239 Plan,365,False,UPI
2564,2548,2024-03-03,719,Monthly,₹239 Plan,365,False,UPI
2565,1465,2024-02-09,2999,Annual,₹999 Plan,56,False,Card
2566,3560,2024-03-23,2999,Annual,₹719 Plan,56,False,Wallet
2567,4151,2024-03-19,999,Quarterly,₹2999 Plan,56,False,Card
2568,3488,2024-03-18,2999,Quarterly,₹299 Plan,28,False,UPI
2569,2938,2024-01-19,2999,Quarterly,₹2999 Plan,28,True,Card
2570,4261,2024-01-13,239,Monthly,₹2999 Plan,28,False,Card
2571,4989,2024-01-08,2999,Quarterly,₹239 Plan,28,True,Wallet
2572,1338,2024-01-04,299,Monthly,₹719 Plan,365,True,Wallet
2573,3109,2024-01-31,2999,Quarterly,₹719 Plan,28,False,Card
2574,1182,2024-01-02,299,Quarterly,₹2999 Plan,84,True,Netbanking
2575,1378,2024-01-30,999,Quarterly,₹239 Plan,365,False,Netbanking
2576,862,2024-03-23,719,Quarterly,₹239 Plan,84,False,Card
2577,2904,2024-03-23,299,Annual,₹239 Plan,365,False,Netbanking
2578,4630,2024-03-02,999,Monthly,₹719 Plan,56,True,UPI
2579,2797,2024-01-28,2999,Quarterly,₹239 Plan,84,False,UPI
2580,1486,2024-01-19,2999,Quarterly,₹299 Plan,28,False,UPI
2581,4004,2024-03-27,299,Monthly,₹299 Plan,28,False,Card
2582,3892,2024-02-22,719,Quarterly,₹299 Plan,28,True,UPI
2583,4667,2024-03-25,719,Annual,₹239 Plan,28,False,Card
2584,4028,2024-03-31,999,Monthly,₹299 Plan,84,True,UPI
2585,1132,2024-02-11,299,Annual,₹999 Plan,365,False,UPI
2586,2464,2024-01-30,719,Annual,₹299 Plan,84,True,Netbanking
2587,2258,2024-02-02,999,Monthly,₹299 Plan,365,False,Card
2588,1643,2024-03-07,2999,Monthly,₹999 Plan,84,False,Netbanking
2589,2777,2024-01-21,2999,Annual,₹719 Plan,56,False,Card
2590,2030,2024-02-10,719,Monthly,₹999 Plan,28,False,Netbanking
2591,1782,2024-03-03,999,Monthly,₹299 Plan,28,False,Wallet
2592,473,2024-03-18,299,Monthly,₹2999 Plan,56,False,Card
2593,4346,2024-03-05,719,Quarterly,₹299 Plan,56,False,Wallet
2594,4850,2024-01-15,2999,Quarterly,₹299 Plan,84,True,Card
2595,4209,2024-01-03,2999,Annual,₹2999 Plan,365,False,UPI
2596,4591,2024-02-20,719,Annual,₹2999 Plan,365,False,UPI
2597,2865,2024-03-09,299,Quarterly,₹719 Plan,28,False,UPI
2598,2312,2024-01-31,239,Annual,₹299 Plan,56,False,Netbanking
2599,2113,2024-03-01,299,Annual,₹2999 Plan,28,False,Netbanking
2600,4973,2024-03-14,299,Monthly,₹299 Plan,84,False,Wallet
2601,4891,2024-01-05,999,Monthly,₹299 Plan,84,True,Netbanking
2602,2543,2024-03-19,2999,Monthly,₹999 Plan,84,True,UPI
2603,2218,2024-03-03,719,Annual,₹2999 Plan,56,False,Wallet
2604,3078,2024-02-09,2999,Annual,₹239 Plan,84,False,Wallet
2605,1955,2024-01-19,999,Annual,₹299 Plan,84,False,Wallet
2606,3855,2024-02-26,299,Annual,₹239 Plan,28,False,UPI
2607,2058,2024-01-28,239,Monthly,₹239 Plan,56,False,Netbanking
2608,2862,2024-01-12,2999,Monthly,₹999 Plan,365,False,Wallet
2609,3069,2024-01-19,299,Monthly,₹299 Plan,28,False,Netbanking
2610,2169,2024-03-25,719,Annual,₹999 Plan,56,False,Card
2611,2776,2024-03-07,999,Monthly,₹719 Plan,28,True,Wallet
2612,3393,2024-01-04,719,Monthly,₹299 Plan,56,False,UPI
2613,1912,2024-02-23,299,Monthly,₹719 Plan,84,False,UPI
2614,1834,2024-02-18,239,Quarterly,₹239 Plan,365,False,Card
2615,3338,2024-02-15,999,Annual,₹999 Plan,365,True,Wallet
2616,4020,2024-01-03,299,Quarterly,₹719 Plan,84,False,Netbanking
2617,3860,2024-02-08,2999,Monthly,₹239 Plan,365,False,Card
2618,1746,2024-03-14,239,Annual,₹999 Plan,365,False,UPI
2619,4134,2024-02-11,999,Monthly,₹999 Plan,84,False,Netbanking
2620,2177,2024-01-03,999,Monthly,₹719 Plan,365,True,UPI
2621,915,2024-02-20,2999,Quarterly,₹999 Plan,56,False,Netbanking
2622,2428,2024-03-20,719,Quarterly,₹239 Plan,365,False,Wallet
2623,4544,2024-01-30,299,Annual,₹719 Plan,84,True,Wallet
2624,4394,2024-01-26,299,Quarterly,₹2999 Plan,84,False,Card
2625,45,2024-03-05,299,Quarterly,₹719 Plan,28,False,Card
2626,4397,2024-01-16,999,Quarterly,₹299 Plan,365,False,Wallet
2627,3004,2024-01-19,2999,Annual,₹999 Plan,56,False,Wallet
2628,1510,2024-03-16,999,Monthly,₹239 Plan,56,False,Wallet
2629,2081,2024-01-05,999,Annual,₹999 Plan,84,False,Wallet
2630,3870,2024-02-24,2999,Quarterly,₹239 Plan,28,False,Wallet
2631,3411,2024-03-28,239,Quarterly,₹999 Plan,365,False,Card
2632,1334,2024-01-22,239,Monthly,₹719 Plan,84,False,Netbanking
2633,3282,2024-03-15,2999,Monthly,₹719 Plan,84,False,Wallet
2634,3148,2024-01-26,239,Quarterly,₹299 Plan,56,False,Card
2635,4232,2024-02-25,719,Monthly,₹2999 Plan,365,False,Card
2636,938,2024-01-21,299,Quarterly,₹999 Plan,365,False,Card
2637,912,2024-02-18,239,Annual,₹2999 Plan,56,False,Wallet
2638,4123,2024-01-09,299,Monthly,₹299 Plan,365,True,UPI
2639,312,2024-03-29,2999,Annual,₹719 Plan,56,False,Card
2640,3559,2024-01-31,2999,Monthly,₹2999 Plan,28,False,Card
2641,2639,2024-02-14,719,Monthly,₹719 Plan,365,True,UPI
2642,2081,2024-03-03,299,Monthly,₹719 Plan,28,True,UPI
2643,1184,2024-01-03,239,Quarterly,₹299 Plan,28,True,Netbanking
2644,2075,2024-01-25,719,Quarterly,₹2999 Plan,84,False,Wallet
2645,2383,2024-02-07,239,Monthly,₹2999 Plan,28,False,Card
2646,699,2024-03-29,299,Annual,₹239 Plan,365,False,Netbanking
2647,162,2024-01-28,239,Quarterly,₹719 Plan,365,True,Netbanking
2648,2760,2024-03-13,719,Annual,₹719 Plan,56,False,UPI
2649,3146,2024-01-31,239,Annual,₹239 Plan,28,False,Netbanking
2650,2558,2024-01-23,239,Monthly,₹999 Plan,365,True,Netbanking
2651,4025,2024-03-13,999,Monthly,₹719 Plan,84,False,Wallet
2652,2800,2024-02-21,999,Monthly,₹299 Plan,84,False,Wallet
2653,1242,2024-01-19,299,Annual,₹719 Plan,84,False,Netbanking
2654,3289,2024-03-06,719,Annual,₹299 Plan,365,False,UPI
2655,2548,2024-03-02,999,Quarterly,₹239 Plan,84,True,Card
2656,2492,2024-01-09,999,Monthly,₹239 Plan,365,False,Netbanking
2657,2402,2024-03-23,2999,Monthly,₹299 Plan,84,False,Netbanking
2658,1938,2024-03-01,2999,Annual,₹719 Plan,84,False,Wallet
2659,1164,2024-01-21,719,Annual,₹999 Plan,56,False,Netbanking
2660,2535,2024-01-03,239,Annual,₹999 Plan,84,False,Card
2661,2372,2024-01-23,999,Monthly,₹719 Plan,84,False,Card
2662,2012,2024-01-24,999,Annual,₹299 Plan,365,False,Netbanking
2663,1735,2024-02-22,299,Annual,₹999 Plan,28,False,UPI
2664,4855,2024-01-17,2999,Quarterly,₹2999 Plan,84,True,Card
2665,3133,2024-03-29,719,Monthly,₹719 Plan,56,False,Wallet
2666,1192,2024-03-06,2999,Monthly,₹2999 Plan,56,False,UPI
2667,3870,2024-02-03,299,Annual,₹2999 Plan,84,False,Wallet
2668,2484,2024-02-23,999,Monthly,₹239 Plan,84,True,Wallet
2669,4758,2024-02-17,239,Monthly,₹719 Plan,365,False,UPI
2670,3132,2024-01-31,2999,Quarterly,₹2999 Plan,365,False,UPI
2671,534,2024-01-21,999,Monthly,₹299 Plan,56,False,Netbanking
2672,2684,2024-01-11,239,Quarterly,₹239 Plan,84,False,Netbanking
2673,3052,2024-02-10,2999,Monthly,₹719 Plan,56,False,UPI
2674,3164,2024-03-09,999,Annual,₹2999 Plan,365,False,Wallet
2675,1556,2024-01-10,239,Annual,₹2999 Plan,56,False,UPI
2676,3699,2024-02-07,999,Quarterly,₹2999 Plan,84,True,Card
2677,924,2024-03-28,299,Quarterly,₹2999 Plan,84,False,Wallet
2678,2181,2024-01-23,719,Quarterly,₹239 Plan,56,False,Card
2679,1110,2024-01-16,719,Monthly,₹299 Plan,28,False,UPI
2680,1656,2024-01-12,299,Annual,₹999 Plan,365,True,UPI
2681,2606,2024-02-19,999,Quarterly,₹2999 Plan,28,False,Card
2682,151,2024-01-16,2999,Quarterly,₹719 Plan,56,True,Netbanking
2683,4603,2024-03-18,999,Quarterly,₹2999 Plan,84,True,Netbanking
2684,4231,2024-01-21,2999,Quarterly,₹239 Plan,56,True,UPI
2685,1640,2024-01-01,239,Annual,₹299 Plan,84,False,Netbanking
2686,990,2024-02-07,719,Quarterly,₹719 Plan,365,False,Wallet
2687,1454,2024-03-04,2999,Quarterly,₹719 Plan,365,True,Netbanking
2688,307,2024-02-13,299,Quarterly,₹239 Plan,365,False,Card
2689,4371,2024-02-21,719,Quarterly,₹719 Plan,56,False,Netbanking
2690,2703,2024-02-05,239,Monthly,₹299 Plan,56,False,Wallet
2691,2810,2024-02-02,2999,Monthly,₹299 Plan,365,False,Wallet
2692,3947,2024-01-20,299,Quarterly,₹299 Plan,28,False,Wallet
2693,1776,2024-02-02,239,Monthly,₹239 Plan,365,False,Card
2694,616,2024-01-28,999,Monthly,₹239 Plan,56,False,Wallet
2695,1015,2024-01-30,719,Monthly,₹2999 Plan,365,False,UPI
2696,3629,2024-01-20,719,Annual,₹299 Plan,56,True,Wallet
2697,419,2024-01-06,719,Monthly,₹299 Plan,84,False,Wallet
2698,392,2024-03-01,299,Monthly,₹719 Plan,84,False,Wallet
2699,2816,2024-01-11,239,Annual,₹2999 Plan,84,False,Wallet
2700,19,2024-01-23,299,Quarterly,₹999 Plan,28,False,Card
2701,3494,2024-03-09,719,Monthly,₹2999 Plan,56,False,Netbanking
2702,245,2024-01-19,999,Monthly,₹2999 Plan,84,True,UPI
2703,3079,2024-02-04,299,Monthly,₹299 Plan,56,False,Netbanking
2704,2396,2024-03-11,2999,Quarterly,₹2999 Plan,56,False,Card
2705,1587,2024-02-03,2999,Monthly,₹299 Plan,56,False,UPI
2706,3501,2024-01-21,719,Quarterly,₹999 Plan,56,False,UPI
2707,2465,2024-03-29,719,Monthly,₹719 Plan,365,True,Card
2708,1666,2024-03-05,299,Quarterly,₹239 Plan,84,False,UPI
2709,3791,2024-02-02,999,Monthly,₹719 Plan,365,False,UPI
2710,3333,2024-02-08,719,Quarterly,₹999 Plan,365,True,UPI
2711,3815,2024-01-02,299,Monthly,₹299 Plan,365,False,Netbanking
2712,4786,2024-02-13,239,Quarterly,₹999 Plan,28,False,Wallet
2713,3851,2024-01-16,239,Monthly,₹999 Plan,56,False,Card
2714,2756,2024-02-28,239,Monthly,₹999 Plan,56,True,UPI
2715,3537,2024-01-01,999,Quarterly,₹299 Plan,56,False,Wallet
2716,2369,2024-02-08,999,Monthly,₹719 Plan,84,False,UPI
2717,2061,2024-02-23,299,Monthly,₹299 Plan,84,False,Netbanking
2718,2024,2024-02-02,239,Quarterly,₹239 Plan,365,True,UPI
2719,1443,2024-02-10,719,Annual,₹2999 Plan,56,True,Netbanking
2720,4002,2024-03-13,719,Annual,₹999 Plan,28,False,Wallet
2721,375,2024-02-03,999,Quarterly,₹239 Plan,28,False,UPI
2722,434,2024-01-22,239,Quarterly,₹239 Plan,56,False,Netbanking
2723,357,2024-03-21,2999,Quarterly,₹999 Plan,28,False,Card
2724,4727,2024-03-18,719,Monthly,₹2999 Plan,56,False,Card
2725,1982,2024-01-17,2999,Annual,₹2999 Plan,365,True,Netbanking
2726,3081,2024-02-20,2999,Monthly,₹2999 Plan,28,False,UPI
2727,4592,2024-01-11,719,Monthly,₹299 Plan,56,False,Netbanking
2728,2852,2024-01-25,999,Annual,₹299 Plan,365,False,Netbanking
2729,36,2024-02-06,239,Monthly,₹239 Plan,56,True,UPI
2730,1192,2024-02-07,239,Annual,₹719 Plan,365,False,UPI
2731,1318,2024-03-24,999,Monthly,₹2999 Plan,28,False,Netbanking
2732,755,2024-02-28,999,Quarterly,₹719 Plan,56,False,Netbanking
2733,3167,2024-03-13,999,Quarterly,₹239 Plan,365,False,Wallet
2734,4834,2024-03-11,299,Quarterly,₹2999 Plan,84,False,UPI
2735,4004,2024-03-15,239,Annual,₹299 Plan,56,False,Netbanking
2736,2010,2024-02-14,719,Monthly,₹999 Plan,28,False,Wallet
2737,1919,2024-03-04,999,Quarterly,₹719 Plan,365,False,UPI
2738,2109,2024-01-08,299,Quarterly,₹2999 Plan,28,True,UPI
2739,4095,2024-02-20,2999,Monthly,₹2999 Plan,365,False,Wallet
2740,1305,2024-01-14,999,Quarterly,₹2999 Plan,28,True,Wallet
2741,302,2024-03-03,2999,Quarterly,₹999 Plan,56,False,UPI
2742,4232,2024-03-15,999,Annual,₹999 Plan,28,True,UPI
2743,2275,2024-02-04,719,Monthly,₹2999 Plan,28,False,Card
2744,995,2024-03-13,719,Monthly,₹239 Plan,365,False,Wallet
2745,4717,2024-01-06,999,Annual,₹719 Plan,84,False,Netbanking
2746,1757,2024-02-29,999,Quarterly,₹2999 Plan,84,True,UPI
2747,2132,2024-02-17,239,Quarterly,₹299 Plan,56,False,Card
2748,1643,2024-03-30,719,Monthly,₹299 Plan,365,False,Card
2749,2854,2024-03-14,299,Quarterly,₹239 Plan,84,False,Netbanking
2750,3253,2024-03-27,2999,Monthly,₹719 Plan,84,False,UPI
2751,2221,2024-02-21,2999,Monthly,₹239 Plan,28,False,Netbanking
2752,3653,2024-01-11,719,Annual,₹299 Plan,56,False,Netbanking
2753,1719,2024-02-14,2999,Monthly,₹299 Plan,84,False,UPI
2754,1439,2024-01-03,299,Quarterly,₹299 Plan,28,False,Netbanking
2755,2956,2024-02-22,999,Quarterly,₹999 Plan,28,False,UPI
2756,4520,2024-02-15,299,Annual,₹299 Plan,28,True,Card
2757,2963,2024-01-05,719,Annual,₹239 Plan,84,False,Card
2758,624,2024-03-25,299,Annual,₹2999 Plan,365,True,Wallet
2759,2581,2024-02-21,719,Monthly,₹719 Plan,84,False,Wallet
2760,4199,2024-02-17,2999,Annual,₹239 Plan,84,False,Card
2761,2115,2024-02-19,999,Quarterly,₹719 Plan,56,False,UPI
2762,3233,2024-01-08,299,Monthly,₹999 Plan,28,False,UPI
2763,3452,2024-02-20,2999,Annual,₹2999 Plan,28,False,UPI
2764,3590,2024-02-15,999,Annual,₹999 Plan,365,False,UPI
2765,1282,2024-01-14,299,Monthly,₹999 Plan,28,False,Card
2766,245,2024-02-15,239,Quarterly,₹239 Plan,84,False,Card
2767,647,2024-01-18,999,Monthly,₹2999 Plan,28,False,Card
2768,2149,2024-02-23,2999,Quarterly,₹2999 Plan,84,False,Netbanking
2769,525,2024-03-20,999,Quarterly,₹299 Plan,28,False,Card
2770,4973,2024-01-02,2999,Monthly,₹999 Plan,28,True,Netbanking
2771,4104,2024-03-06,999,Monthly,₹999 Plan,365,True,UPI
2772,2531,2024-01-23,299,Annual,₹719 Plan,56,False,Card
2773,753,2024-01-01,719,Quarterly,₹299 Plan,365,True,Wallet
2774,2908,2024-02-02,239,Annual,₹299 Plan,56,False,UPI
2775,343,2024-03-06,239,Monthly,₹2999 Plan,28,False,UPI
2776,3988,2024-01-15,2999,Monthly,₹999 Plan,28,False,Netbanking
2777,4206,2024-02-05,719,Monthly,₹299 Plan,365,False,Wallet
2778,2565,2024-03-31,239,Monthly,₹719 Plan,56,False,Netbanking
2779,2378,2024-02-18,299,Monthly,₹999 Plan,28,False,Wallet
2780,2231,2024-03-21,239,Quarterly,₹2999 Plan,28,True,Wallet
2781,4852,2024-02-19,719,Quarterly,₹299 Plan,84,False,Wallet
2782,4829,2024-02-09,2999,Monthly,₹299 Plan,365,False,Netbanking
2783,2292,2024-03-12,999,Quarterly,₹239 Plan,84,True,UPI
2784,176,2024-01-27,239,Annual,₹999 Plan,84,False,UPI
2785,3695,2024-03-26,719,Annual,₹2999 Plan,56,False,Card
2786,1575,2024-03-28,239,Annual,₹2999 Plan,84,False,UPI
2787,328,2024-03-04,2999,Monthly,₹299 Plan,84,False,Card
2788,2695,2024-01-14,299,Annual,₹719 Plan,84,False,Card
2789,2303,2024-03-19,999,Quarterly,₹999 Plan,365,False,Wallet
2790,2684,2024-02-08,999,Monthly,₹2999 Plan,56,False,Card
2791,4097,2024-02-09,299,Quarterly,₹2999 Plan,84,False,Wallet
2792,4043,2024-02-18,299,Monthly,₹239 Plan,28,False,Wallet
2793,801,2024-03-27,239,Annual,₹999 Plan,84,False,Wallet
2794,1618,2024-03-19,2999,Annual,₹999 Plan,365,False,Card
2795,4897,2024-01-13,999,Quarterly,₹999 Plan,28,False,Wallet
2796,4021,2024-03-01,2999,Annual,₹999 Plan,84,False,Netbanking
2797,897,2024-01-21,999,Quarterly,₹2999 Plan,365,False,Wallet
2798,2402,2024-02-27,719,Annual,₹299 Plan,84,True,Wallet
2799,1366,2024-03-15,2999,Monthly,₹239 Plan,28,False,UPI
2800,2252,2024-02-14,239,Quarterly,₹719 Plan,84,False,Wallet
2801,2704,2024-02-16,2999,Annual,₹2999 Plan,365,False,Netbanking
2802,1844,2024-01-05,299,Monthly,₹999 Plan,84,True,UPI
2803,2995,2024-01-01,299,Monthly,₹239 Plan,56,False,Netbanking
2804,302,2024-02-23,2999,Quarterly,₹299 Plan,365,True,Netbanking
2805,3909,2024-02-09,2999,Annual,₹719 Plan,28,True,Wallet
2806,2084,2024-01-01,999,Annual,₹999 Plan,28,False,Wallet
2807,4959,2024-01-31,999,Annual,₹299 Plan,84,False,UPI
2808,1206,2024-03-15,719,Annual,₹2999 Plan,56,False,Card
2809,233,2024-03-13,719,Quarterly,₹719 Plan,84,True,Netbanking
2810,3622,2024-02-01,999,Annual,₹999 Plan,28,False,Wallet
2811,3267,2024-02-05,719,Monthly,₹719 Plan,56,True,Netbanking
2812,619,2024-01-11,719,Quarterly,₹299 Plan,84,False,Wallet
2813,1441,2024-01-31,239,Annual,₹999 Plan,84,True,Wallet
2814,3624,2024-01-18,2999,Annual,₹999 Plan,28,False,Wallet
2815,4282,2024-02-15,239,Quarterly,₹299 Plan,28,True,UPI
2816,4103,2024-02-22,239,Monthly,₹239 Plan,56,False,UPI
2817,2940,2024-01-24,719,Quarterly,₹299 Plan,28,False,Netbanking
2818,2872,2024-01-03,2999,Quarterly,₹239 Plan,56,False,Netbanking
2819,2185,2024-02-15,299,Quarterly,₹2999 Plan,28,False,Wallet
2820,4786,2024-03-30,299,Quarterly,₹999 Plan,28,False,UPI
2821,391,2024-01-20,239,Quarterly,₹299 Plan,365,False,Wallet
2822,2731,2024-03-20,239,Quarterly,₹719 Plan,28,False,Card
2823,1792,2024-02-14,2999,Monthly,₹719 Plan,365,True,Netbanking
2824,3397,2024-03-01,2999,Annual,₹999 Plan,365,True,Card
2825,2302,2024-01-19,239,Annual,₹719 Plan,28,False,UPI
2826,2422,2024-02-22,719,Annual,₹719 Plan,84,False,UPI
2827,4770,2024-02-01,999,Quarterly,₹719 Plan,84,False,Wallet
2828,3367,2024-01-07,2999,Quarterly,₹999 Plan,28,False,Wallet
2829,4743,2024-02-14,2999,Annual,₹299 Plan,365,False,Card
2830,2759,2024-03-18,2999,Quarterly,₹999 Plan,56,False,UPI
2831,1702,2024-02-27,2999,Annual,₹999 Plan,56,True,Netbanking
2832,1672,2024-03-17,299,Quarterly,₹239 Plan,365,True,Netbanking
2833,1965,2024-02-09,999,Quarterly,₹239 Plan,56,False,UPI
2834,1698,2024-03-05,999,Annual,₹239 Plan,56,False,Netbanking
2835,2878,2024-03-06,719,Monthly,₹239 Plan,28,False,Wallet
2836,4946,2024-01-13,2999,Monthly,₹239 Plan,28,False,Netbanking
2837,3955,2024-02-17,999,Monthly,₹299 Plan,28,False,Netbanking
2838,3283,2024-01-25,719,Quarterly,₹239 Plan,56,True,Netbanking
2839,2108,2024-03-26,999,Annual,₹2999 Plan,365,False,Wallet
2840,1983,2024-01-09,299,Annual,₹2999 Plan,84,False,Card
2841,3651,2024-01-08,299,Annual,₹999 Plan,56,False,UPI
2842,1943,2024-02-11,299,Annual,₹999 Plan,365,True,Netbanking
2843,2885,2024-03-12,2999,Annual,₹2999 Plan,365,False,UPI
2844,2067,2024-01-25,239,Quarterly,₹2999 Plan,56,False,Card
2845,2832,2024-01-16,299,Quarterly,₹299 Plan,365,False,UPI
2846,280,2024-02-21,299,Annual,₹2999 Plan,56,False,UPI
2847,612,2024-01-30,299,Quarterly,₹719 Plan,28,True,Wallet
2848,833,2024-03-27,239,Quarterly,₹2999 Plan,28,False,Card
2849,3475,2024-01-07,239,Quarterly,₹239 Plan,365,False,Wallet
2850,2071,2024-02-11,299,Annual,₹299 Plan,28,False,Wallet
2851,1311,2024-03-04,2999,Annual,₹719 Plan,365,False,Card
2852,1612,2024-03-21,299,Monthly,₹299 Plan,56,False,Card
2853,1140,2024-02-09,719,Annual,₹2999 Plan,56,False,UPI
2854,1822,2024-01-30,2999,Annual,₹239 Plan,365,False,Wallet
2855,687,2024-01-11,2999,Monthly,₹999 Plan,365,False,Card
2856,4004,2024-01-21,239,Annual,₹719 Plan,28,False,UPI
2857,2081,2024-03-11,299,Quarterly,₹239 Plan,84,False,UPI
2858,4442,2024-03-01,239,Quarterly,₹239 Plan,28,False,Card
2859,2071,2024-03-01,239,Monthly,₹299 Plan,56,False,Wallet
2860,4809,2024-01-22,239,Quarterly,₹2999 Plan,84,False,Wallet
2861,878,2024-02-17,299,Monthly,₹999 Plan,365,False,UPI
2862,2618,2024-01-07,719,Quarterly,₹239 Plan,365,False,Wallet
2863,1451,2024-03-01,299,Quarterly,₹999 Plan,365,False,Card
2864,4310,2024-03-12,2999,Quarterly,₹999 Plan,56,False,Netbanking
2865,3470,2024-02-25,239,Annual,₹239 Plan,28,False,UPI
2866,2787,2024-02-26,719,Annual,₹999 Plan,365,False,UPI
2867,2485,2024-01-11,299,Quarterly,₹239 Plan,365,True,UPI
2868,2255,2024-03-13,999,Quarterly,₹239 Plan,84,False,UPI
2869,1619,2024-02-25,239,Annual,₹299 Plan,84,True,UPI
2870,4355,2024-02-15,719,Quarterly,₹299 Plan,28,False,Card
2871,3026,2024-01-20,239,Annual,₹299 Plan,84,True,UPI
2872,2013,2024-02-05,2999,Monthly,₹299 Plan,365,True,Wallet
2873,4847,2024-02-16,999,Quarterly,₹719 Plan,84,False,Wallet
2874,419,2024-01-08,999,Quarterly,₹239 Plan,28,False,Wallet
2875,3641,2024-01-25,999,Quarterly,₹2999 Plan,28,True,Card
2876,4987,2024-01-29,2999,Quarterly,₹719 Plan,28,False,Wallet
2877,4681,2024-02-11,719,Monthly,₹2999 Plan,365,True,Wallet
2878,2139,2024-03-24,2999,Quarterly,₹999 Plan,365,True,Wallet
2879,3124,2024-01-24,299,Quarterly,₹2999 Plan,84,False,Wallet
2880,2260,2024-03-31,719,Annual,₹299 Plan,365,False,Netbanking
2881,1036,2024-01-22,299,Monthly,₹299 Plan,365,False,Card
2882,4903,2024-01-06,239,Quarterly,₹239 Plan,28,False,UPI
2883,2743,2024-03-07,719,Monthly,₹299 Plan,84,False,Netbanking
2884,208,2024-02-11,239,Quarterly,₹999 Plan,365,False,Netbanking
2885,240,2024-03-01,239,Monthly,₹299 Plan,84,False,Netbanking
2886,1587,2024-03-03,239,Annual,₹299 Plan,84,False,UPI
2887,3392,2024-02-17,719,Monthly,₹239 Plan,28,False,Wallet
2888,1060,2024-02-12,999,Monthly,₹2999 Plan,84,False,Card
2889,1479,2024-01-05,299,Quarterly,₹239 Plan,28,False,Card
2890,2883,2024-01-31,2999,Quarterly,₹719 Plan,28,False,Wallet
2891,53,2024-01-16,719,Monthly,₹239 Plan,365,True,Netbanking
2892,1903,2024-03-03,239,Annual,₹239 Plan,365,False,Wallet
2893,2154,2024-02-19,239,Quarterly,₹999 Plan,84,True,Netbanking
2894,3033,2024-03-04,299,Monthly,₹719 Plan,56,False,Netbanking
2895,4845,2024-01-05,299,Annual,₹719 Plan,365,False,Card
2896,4900,2024-03-15,239,Quarterly,₹719 Plan,84,False,Netbanking
2897,4899,2024-03-04,2999,Monthly,₹2999 Plan,365,False,Netbanking
2898,4682,2024-03-17,719,Monthly,₹2999 Plan,28,False,Card
2899,2680,2024-01-29,299,Annual,₹2999 Plan,84,False,Wallet
2900,4120,2024-01-03,2999,Quarterly,₹299 Plan,28,False,Wallet
2901,3153,2024-03-30,299,Annual,₹299 Plan,56,False,Wallet
2902,4301,2024-03-30,719,Annual,₹239 Plan,28,True,UPI
2903,2253,2024-02-09,299,Quarterly,₹299 Plan,28,False,Card
2904,140,2024-03-03,2999,Annual,₹999 Plan,365,True,Card
2905,3933,2024-01-24,2999,Annual,₹2999 Plan,84,True,Card
2906,3404,2024-02-22,719,Quarterly,₹999 Plan,365,False,Card
2907,601,2024-01-06,719,Quarterly,₹239 Plan,84,False,Wallet
2908,1821,2024-02-19,2999,Quarterly,₹999 Plan,365,False,Netbanking
2909,4000,2024-01-20,999,Annual,₹2999 Plan,365,False,Card
2910,4972,2024-03-10,719,Quarterly,₹239 Plan,84,True,Wallet
2911,3861,2024-01-25,719,Monthly,₹719 Plan,28,False,Card
2912,425,2024-01-29,719,Monthly,₹999 Plan,28,True,Wallet
2913,2311,2024-03-01,299,Quarterly,₹299 Plan,84,False,Wallet
2914,2192,2024-03-07,2999,Quarterly,₹2999 Plan,84,False,Wallet
2915,1167,2024-02-12,999,Monthly,₹719 Plan,365,False,Card
2916,2853,2024-03-05,719,Monthly,₹999 Plan,56,False,Card
2917,414,2024-01-26,2999,Annual,₹2999 Plan,365,False,Netbanking
2918,2425,2024-02-14,719,Quarterly,₹719 Plan,365,False,Netbanking
2919,1081,2024-01-05,2999,Quarterly,₹299 Plan,365,False,UPI
2920,3758,2024-03-10,2999,Quarterly,₹999 Plan,84,True,Wallet
2921,3838,2024-01-14,299,Quarterly,₹239 Plan,56,True,Wallet
2922,2013,2024-03-05,239,Quarterly,₹299 Plan,56,False,Netbanking
2923,2272,2024-01-28,2999,Quarterly,₹239 Plan,56,False,Wallet
2924,4271,2024-02-29,239,Monthly,₹2999 Plan,56,False,Card
2925,70,2024-03-16,999,Annual,₹299 Plan,84,False,UPI
